latitude,longitude,wind_speed_m_s,air_density_kg_m3,temperature_c,humidity_pct,pressure_hpa,elevation_m,wind_generation_mw
23.93269,86.22944,3.04,1.1282,31.33,59.46,986.08,222.35,0.0303
19.99672,72.59002,3.76,1.1138,23.36,71.57,948.02,503.38,0.0309
16.5094,72.09012,3.04,1.0217,13.22,78.7,839.9,1642.96,0.0105
19.67148,77.14945,1.4,0.9959,19.94,72.97,837.86,1612.79,0.0579
26.92832,74.62679,3.47,1.0292,16.41,65.36,855.46,1419.49,0.0125
8.79116,73.33118,5.9,1.1254,21.44,58.63,951.69,522.52,0.3434
14.77932,81.17938,3.61,1.1339,26.66,52.84,975.89,324.62,0.0789
18.64995,78.51465,8.63,1.1276,28.33,70.41,975.84,241.94,0.9946
26.9109,68.19366,1.08,1.0577,28.76,65.78,916.63,912.44,0.0066
14.0606,83.39852,2.03,1.1597,22.72,61.43,984.95,236.54,0.0017
16.45575,85.69471,6.66,1.1053,21.75,77.14,935.62,714.17,0.47
15.64673,73.94398,4.74,1.0877,12.94,90.62,893.19,1107.4,0.135
14.93529,81.73105,7.36,1.0204,25.27,71.18,874.14,1193.8,0.6018
10.44058,78.62961,4.44,0.9829,17.46,65.12,819.97,1798.17,0.0913
9.2786,75.42677,0.87,1.008,16.34,64.5,837.58,1570.6,0.0
24.95136,75.25649,7.04,1.0666,13.86,86.89,878.71,1205.39,0.5031
16.45559,80.05687,4.28,1.1516,30.97,55.91,1005.3,51.27,0.0829
24.92171,70.36674,2.41,1.0921,25.94,74.68,937.59,694.43,0.0
27.70108,74.38457,5.63,0.9847,20.96,72.56,831.35,1651.43,0.2929
10.57814,69.99205,3.87,1.0473,19.77,71.9,880.63,1178.06,0.0292
25.97117,68.09397,4.16,1.0022,18.28,79.78,838.4,1633.46,0.0869
13.85388,76.56728,5.66,0.989,15.52,72.16,819.52,1735.43,0.3107
15.26939,75.51665,7.83,0.9896,17.39,67.06,825.34,1811.86,0.7164
25.80454,73.98262,3.59,1.1191,35.31,59.6,990.89,178.35,0.0327
14.92395,71.89918,3.59,1.1102,29.28,68.34,963.78,390.36,0.0505
27.98033,72.90844,2.88,1.1488,25.84,65.18,985.94,259.94,0.0
18.30762,77.69551,5.31,0.9841,19.37,53.21,826.28,1722.24,0.1535
24.99693,87.67203,2.75,1.0419,13.97,71.4,858.71,1454.59,0.0
17.57923,72.72114,3.87,1.1318,20.86,88.64,955.21,519.27,0.0904
27.97703,78.25377,3.78,1.0778,25.57,65.06,924.16,827.34,0.0
26.36372,79.7624,2.53,1.0119,14.99,89.2,836.92,1684.45,0.0
15.47165,69.48098,6.49,1.0695,15.49,62.12,886.15,1060.37,0.4102
16.97213,82.39839,7.16,1.0375,16.64,66.98,863.0,1426.8,0.5319
21.10448,73.9034,4.76,1.1162,23.61,70.55,950.83,561.81,0.132
27.32633,84.07341,3.92,1.1214,21.63,83.62,948.86,528.08,0.0254
13.88538,86.44255,5.83,0.9981,20.87,58.48,842.37,1551.28,0.2957
21.91201,81.15917,4.66,0.9839,24.92,78.16,841.84,1551.59,0.14
18.83128,82.67717,6.1,1.1869,21.59,85.99,1004.17,72.72,0.3429
17.90554,78.96785,4.13,0.9982,21.54,70.08,844.38,1567.71,0.0897
10.79692,80.88389,6.2,1.1414,24.4,56.53,974.91,384.28,0.3467
26.96078,76.6201,2.48,0.9912,13.6,83.4,815.88,1845.33,0.0
16.98724,83.34614,5.04,1.1112,19.29,48.67,932.83,646.45,0.1912
9.81963,73.86497,8.45,0.9555,21.71,55.68,808.72,1955.85,0.8897
26.37222,74.06849,4.15,1.0261,27.12,71.85,884.41,1155.12,0.0395
16.03768,69.58134,6.55,0.988,18.65,64.05,827.59,1724.68,0.3537
19.62616,84.31413,4.55,0.9828,13.62,62.77,809.0,1858.74,0.0718
12.08627,74.37864,1.8,1.0734,20.65,66.08,905.21,1024.24,0.0234
19.67806,81.23887,4.38,1.1004,23.38,68.74,936.67,699.97,0.0948
27.25169,77.0243,7.5,1.0695,18.26,65.98,894.61,1084.99,0.6441
24.05349,68.97837,1.35,1.1137,24.16,66.52,950.42,601.7,0.0
9.73386,73.71469,3.63,1.081,20.85,79.58,912.31,943.63,0.0099
14.69089,71.21836,3.18,1.099,25.21,66.01,941.26,651.61,0.0
23.55456,74.99714,8.78,1.0263,21.96,64.68,869.4,1299.09,1.0319
15.66066,86.7583,3.85,1.0712,20.72,66.8,903.64,914.21,0.0349
22.14771,68.47228,2.77,0.9714,16.13,60.74,806.63,1862.46,0.0331
14.61073,80.864,2.85,0.9648,15.73,75.19,800.0,1999.69,0.0015
22.60117,84.98976,9.39,1.1306,22.83,84.69,960.55,482.57,1.3392
23.91541,77.29592,5.78,0.9596,21.06,75.08,810.44,1863.93,0.2779
15.16169,69.93776,7.89,1.1405,24.99,61.98,976.1,373.11,0.7602
8.42195,72.46461,4.52,1.0043,22.89,64.6,853.45,1505.4,0.1129
16.47284,76.06012,5.04,1.1202,23.54,77.9,954.05,512.97,0.1598
22.88405,76.52655,1.34,1.114,24.07,72.47,950.44,473.46,0.0
13.67584,82.22779,2.08,1.0246,15.39,74.76,848.63,1524.83,0.0641
8.67566,84.8218,3.48,1.0846,25.32,84.38,929.22,663.38,0.0878
10.48676,84.4401,1.98,1.0861,17.58,73.53,906.39,900.35,0.0
22.78586,72.53909,2.22,1.1023,27.06,67.21,949.86,485.48,0.0
27.65373,76.69647,2.99,1.0174,15.02,73.63,841.56,1526.86,0.0238
17.75943,73.44883,7.07,1.0829,23.14,85.23,921.02,877.64,0.491
8.7899,74.34002,4.01,1.0281,28.94,76.2,891.52,1031.87,0.0045
22.8385,72.25398,5.05,0.9779,14.51,89.88,807.51,1855.86,0.1323
9.38706,82.00643,8.04,0.9984,20.93,67.38,842.82,1454.96,0.7927
9.34339,73.89177,2.01,1.0884,20.78,71.69,918.29,815.93,0.0
20.096,84.2298,3.56,0.9663,19.25,76.6,811.06,1930.7,0.0
10.65407,87.67452,4.45,0.9713,24.28,73.62,829.3,1678.91,0.0707
14.69635,69.69547,4.24,1.006,18.84,67.51,843.18,1501.97,0.0578
15.04291,82.49862,5.66,1.0516,19.73,60.14,884.09,1124.14,0.2931
22.28499,84.70482,4.57,1.1302,22.6,50.5,959.46,460.61,0.1105
26.69163,76.52898,2.5,1.1477,25.15,65.43,982.72,233.69,0.0
23.95947,73.41478,3.97,1.1315,32.5,58.16,992.71,72.51,0.0914
27.91212,82.25008,4.37,1.0568,19.91,79.33,888.98,1153.08,0.0484
9.80924,74.74767,2.81,1.0053,9.23,65.63,814.89,1796.07,0.0054
9.68623,78.78669,6.4,0.9992,23.4,69.33,850.53,1462.09,0.3774
9.10696,74.17227,1.84,1.1087,30.02,65.26,964.84,396.06,0.0078
13.12417,85.1073,3.44,1.0812,23.96,75.79,922.07,794.54,0.0
19.77461,75.87246,2.13,1.0505,21.18,78.54,887.54,1068.18,0.0006
9.37646,82.37949,1.86,1.1046,21.59,68.04,934.5,661.72,0.0312
11.69644,86.41354,5.93,1.0596,12.07,64.37,867.56,1263.32,0.3436
26.29673,84.65691,2.86,1.1496,17.62,84.87,959.48,492.75,0.0074
16.27188,78.65022,5.97,1.0476,23.93,77.24,893.35,1106.27,0.257
22.17048,80.53765,2.73,1.0328,24.81,83.63,883.34,1163.97,0.0122
11.98705,75.03441,2.08,1.0528,29.5,45.67,914.58,881.7,0.0
16.84553,73.45124,3.07,0.9933,19.14,70.64,833.42,1654.1,0.0
16.81633,79.07262,6.96,1.008,20.09,64.53,848.45,1534.22,0.4834
17.29701,69.87435,2.37,1.0598,23.49,67.51,902.43,1047.68,0.0
24.21234,71.1008,1.81,1.1194,24.36,74.13,955.93,475.22,0.0
17.23869,73.79712,4.66,1.0986,23.26,72.29,934.75,664.0,0.1423
13.01734,85.69334,0.5,0.9962,15.5,74.46,825.47,1760.53,0.0293
16.12027,75.53251,2.6,0.9743,15.13,74.5,806.21,1952.07,0.0
19.565,81.99078,2.52,1.0879,23.74,60.53,927.12,766.93,0.0279
24.14725,68.04136,4.7,0.9619,17.97,68.69,803.8,1981.06,0.0875
9.01143,74.51742,3.55,0.9682,16.8,70.75,805.87,1933.07,0.0
16.79053,81.09831,6.8,1.19,17.41,82.47,992.51,124.54,0.5081
15.95075,68.828,0.89,1.0724,21.76,64.33,907.86,927.8,0.0
16.09891,74.56529,5.89,0.9937,14.88,76.11,821.6,1747.29,0.2591
9.17625,74.74583,6.94,1.1158,24.68,82.54,953.97,546.33,0.4861
26.36656,69.51124,7.06,1.0349,21.07,63.74,874.06,1241.72,0.4506
11.78961,76.648,4.37,1.0913,28.44,77.48,944.74,587.54,0.0918
9.48267,78.01185,5.49,1.0088,20.82,90.33,851.23,1406.54,0.2154
20.76341,87.7558,3.52,0.9612,18.13,82.23,803.63,1927.94,0.0279
25.50335,83.79652,4.58,1.0555,18.93,83.41,884.92,1191.63,0.1742
26.57066,69.85822,5.55,0.9958,13.61,49.98,819.7,1745.76,0.2394
14.39972,75.68468,8.62,0.9807,15.55,64.44,812.75,1827.46,0.9773
13.37029,77.07077,3.54,1.1252,29.74,77.25,978.34,347.8,0.0197
18.75665,72.83781,1.5,1.0976,14.26,75.05,905.54,1043.44,0.0
25.72675,75.82453,2.03,1.0654,19.05,80.9,893.58,1070.12,0.0292
19.91935,80.15728,4.27,1.137,28.8,68.18,985.49,203.52,0.04
27.95574,68.53175,3.98,1.1683,18.65,60.33,978.62,239.53,0.1013
19.8646,76.96088,2.47,1.0746,29.6,60.1,933.88,692.54,0.0246
15.11698,87.53146,0.86,1.0675,20.41,64.5,899.59,989.89,0.0432
13.37822,87.65598,4.04,1.1253,28.77,62.29,975.25,312.99,0.0376
17.75824,74.05286,6.14,0.9864,16.94,71.84,821.4,1746.07,0.3103
23.98394,83.98853,3.57,1.0694,28.88,63.06,927.14,748.06,0.0446
24.73734,71.82607,3.44,1.0102,22.99,72.93,858.73,1412.78,0.0229
10.07529,77.4291,6.0,0.963,19.53,70.75,809.03,1927.47,0.3034
14.37066,76.99591,1.64,1.0028,18.61,79.22,839.86,1540.23,0.0
22.49805,73.65445,1.07,1.0793,20.61,77.2,910.1,870.0,0.0
8.51203,68.5829,6.74,1.0792,21.19,83.16,911.85,889.31,0.4379
10.96567,70.34308,2.98,1.1381,22.62,78.75,966.28,426.64,0.0064
27.03097,80.15431,7.24,1.0854,16.49,73.7,902.4,1022.16,0.5744
27.11929,80.19108,3.96,1.0445,14.82,66.93,863.37,1392.28,0.0519
20.84827,82.45491,6.81,1.0994,25.77,56.57,943.3,573.36,0.4366
23.95381,68.90917,4.33,1.0283,23.01,57.15,874.15,1141.37,0.0561
9.87761,80.67938,5.34,1.1555,28.67,63.0,1001.09,92.33,0.2152
12.73126,79.22103,6.02,0.9871,18.89,81.1,827.49,1736.21,0.3185
27.65497,84.05097,7.65,1.1379,21.24,54.18,961.57,432.61,0.6977
16.90411,76.8928,9.81,1.0118,7.81,73.21,816.01,1842.01,1.4447
14.90417,68.52767,3.35,1.0559,25.57,56.84,905.44,971.22,0.0
27.40554,85.58656,4.78,1.1544,28.0,64.59,997.92,150.05,0.1688
15.85126,81.459,4.55,1.1118,27.3,69.08,958.87,437.07,0.1271
27.97176,81.21122,1.46,1.1641,23.54,68.27,991.41,172.64,0.0
21.27969,79.42791,3.56,1.0883,21.74,88.42,921.26,788.54,0.0292
15.03443,82.3136,3.65,1.0851,17.92,68.41,906.6,992.85,0.0239
14.66099,71.73084,1.73,0.9486,23.73,70.7,808.38,1870.23,0.007
23.50475,85.57384,7.16,1.0993,23.89,74.32,937.32,639.11,0.5173
19.48182,70.20334,1.4,1.1425,28.61,68.59,989.59,151.13,0.0088
18.67663,83.60904,2.26,1.0017,19.31,77.84,840.94,1663.63,0.0246
25.49637,86.9674,7.91,1.0806,28.44,74.01,935.48,643.1,0.7306
11.302,86.93199,3.02,0.9952,15.02,90.84,823.26,1677.75,0.0
15.3293,84.37506,4.47,1.0954,24.83,59.8,936.93,737.83,0.099
8.71979,80.22823,1.2,1.0937,27.97,55.97,945.35,580.58,0.0019
20.37937,75.31345,2.71,1.068,26.14,67.95,917.55,895.86,0.0
21.28379,69.35952,6.34,1.0135,21.87,82.35,858.25,1384.22,0.3706
26.01841,79.95207,1.8,1.1357,28.43,70.15,983.15,246.44,0.0
9.74128,69.93584,5.54,1.0188,26.4,62.67,876.01,1229.98,0.2344
9.46562,68.58633,3.44,1.149,28.25,86.34,994.1,168.71,0.0058
10.16034,76.01989,6.52,1.0719,22.4,69.35,909.4,994.37,0.4103
12.10456,75.84838,4.56,1.1524,32.06,66.63,1009.66,40.8,0.1458
13.10473,82.13814,1.59,0.9536,20.58,72.52,804.04,1930.2,0.0
22.45441,76.18704,4.05,1.0747,21.05,83.79,907.6,882.0,0.0535
20.53884,80.09606,10.26,1.0118,19.7,70.79,850.55,1430.42,1.6804
12.40297,86.54613,0.71,1.188,20.66,90.7,1001.93,143.69,0.0
22.6679,84.04834,4.7,1.1551,26.1,63.96,992.18,142.81,0.1214
14.80809,86.05936,2.86,0.9849,14.38,65.34,812.93,1894.56,0.0017
22.14354,78.52848,4.77,1.1216,27.9,68.59,969.29,395.97,0.1168
23.67337,85.36712,4.91,1.125,26.8,81.8,968.64,362.37,0.1545
16.75667,81.7058,2.84,1.0189,16.42,84.19,846.91,1555.54,0.0308
13.17576,84.50517,2.69,1.0841,23.64,49.91,923.6,751.84,0.0227
15.24537,74.30121,1.35,1.0031,9.93,59.36,815.08,1870.04,0.0066
9.38044,70.98464,6.23,0.959,17.46,80.77,800.0,1978.16,0.3552
15.022,86.28983,4.79,1.085,28.86,56.87,940.6,673.62,0.1483
26.51946,80.54508,4.78,1.1184,28.37,65.41,968.02,388.91,0.1259
18.88629,77.76675,3.0,1.1601,28.44,46.6,1004.32,60.71,0.0073
26.87538,87.30919,5.52,1.1641,26.22,49.93,1000.34,95.43,0.2164
10.5052,69.41641,5.54,1.0133,18.11,58.36,847.17,1535.68,0.2273
17.24508,74.0651,1.28,1.047,24.33,65.9,894.04,1009.37,0.0
16.27618,80.76871,5.45,1.0388,25.43,80.15,890.28,1073.18,0.2096
21.14325,68.73237,0.88,1.1044,21.95,67.99,935.51,645.29,0.0103
23.01922,81.68971,4.44,0.9857,26.01,62.97,846.45,1467.79,0.0912
9.95535,68.54472,3.26,1.1709,25.98,56.0,1005.41,27.24,0.0319
11.46048,77.5079,2.57,1.0975,28.19,78.56,949.33,603.12,0.0
22.43823,86.24501,2.61,0.9917,11.83,63.95,811.21,1893.69,0.0151
24.61769,71.39635,4.37,1.1037,23.15,72.88,938.75,712.09,0.0709
8.44896,87.98877,6.52,1.1747,26.6,64.13,1010.78,56.56,0.3843
14.04343,86.99734,8.92,1.1592,21.11,55.14,979.11,274.65,1.1392
9.54831,71.87217,5.39,1.1036,20.3,47.06,929.6,714.68,0.1978
16.52416,71.76881,5.48,1.1467,24.65,75.33,980.26,329.01,0.2117
27.11404,77.77005,5.93,1.0117,19.99,75.39,851.27,1438.58,0.3033
15.22533,78.46423,5.84,1.0231,16.77,63.51,851.48,1376.53,0.2766
12.33118,87.95227,4.63,1.0559,24.39,68.2,901.88,998.46,0.083
17.32902,81.22255,2.05,0.9986,21.35,79.66,844.16,1568.18,0.0
18.6579,73.33687,2.36,1.0118,24.83,43.82,865.42,1375.64,0.0
19.7835,87.21581,2.63,1.023,14.41,85.89,844.45,1470.77,0.0
25.43342,87.59814,4.97,0.9676,18.39,66.64,809.76,1894.96,0.1565
13.80211,87.69916,8.24,1.1522,31.54,92.78,1007.76,89.16,0.8863
27.89678,77.05719,6.06,1.065,20.59,65.4,897.99,981.69,0.3404
25.30293,78.77229,3.51,0.9918,20.55,62.09,836.13,1613.78,0.0
14.03076,79.88417,4.44,0.9912,22.77,88.73,841.93,1575.28,0.0764
22.87155,78.43507,5.52,1.1719,23.18,74.73,996.79,138.42,0.2396
18.12366,70.9414,7.05,1.0418,33.4,50.84,916.76,850.96,0.5405
19.29969,78.61616,4.67,1.0294,16.2,72.91,855.01,1514.99,0.1016
18.61067,83.50691,5.57,1.0577,20.13,62.96,890.45,1031.93,0.2229
22.30471,86.0436,2.74,1.0468,26.12,73.66,899.23,950.99,0.0
22.43963,86.94967,6.55,0.9741,13.8,68.51,802.38,1996.74,0.4051
24.07978,84.53496,1.5,1.0503,22.25,80.83,890.59,1165.54,0.0
21.36035,70.64012,3.46,1.0665,18.37,71.87,892.46,1145.5,0.012
26.35799,82.17939,4.86,1.0282,18.01,73.11,859.37,1381.51,0.1182
27.58055,86.78053,6.05,1.1157,22.14,64.96,945.75,569.26,0.2938
27.7786,78.17429,2.34,0.9887,13.45,69.24,813.36,1854.48,0.0
20.84983,81.73676,4.66,1.0099,20.4,83.18,850.93,1473.7,0.14
17.85736,84.53068,6.68,1.0787,24.65,50.26,922.09,798.78,0.4664
21.09951,83.73022,0.75,1.0008,14.79,78.86,827.22,1730.32,0.0294
13.66865,83.63417,2.09,0.9844,14.84,78.02,813.82,1819.34,0.018
26.30905,87.29197,2.65,1.0549,17.52,65.6,880.18,1156.74,0.0041
25.44297,75.33452,3.34,0.9828,26.16,71.11,844.41,1551.96,0.0235
26.88327,84.47807,0.8,1.0937,21.19,76.14,924.05,831.43,0.0
15.84903,75.18753,5.08,1.0469,28.29,68.89,905.86,868.81,0.2199
10.7708,73.55649,3.71,1.1202,27.23,54.03,965.89,418.13,0.0277
17.0504,86.11691,5.62,1.0975,22.84,54.31,932.5,661.7,0.2009
12.46796,70.83488,3.47,1.0963,23.28,75.35,932.8,668.73,0.0407
13.18115,68.16681,6.28,1.1442,23.32,77.45,973.77,330.34,0.3742
15.51068,68.61684,4.58,1.0253,23.5,66.51,873.12,1329.38,0.0842
22.57872,75.27797,2.96,1.0136,26.5,74.89,871.85,1267.75,0.0263
22.29225,83.45511,3.0,0.9901,21.61,85.85,837.72,1593.06,0.0158
11.43353,73.76618,2.44,1.0429,17.19,70.66,869.17,1285.69,0.0
18.3968,68.25586,4.1,1.1456,20.71,70.4,966.38,416.22,0.0489
15.94311,75.15291,5.13,1.1423,27.97,70.34,987.33,196.53,0.1658
16.34137,83.68629,2.98,1.0137,16.29,75.6,842.22,1585.35,0.0
20.31794,72.90492,4.01,1.0925,24.86,63.12,934.58,666.2,0.0642
22.21972,69.82122,5.06,1.1243,26.57,68.09,967.29,359.42,0.1705
12.70451,72.96975,3.9,0.9664,20.29,81.48,814.0,1941.06,0.0886
20.1712,71.15478,6.29,0.9589,20.47,68.95,808.24,1968.47,0.3678
18.33351,85.55183,4.8,0.9874,27.03,75.0,850.79,1458.59,0.1396
16.76702,85.79635,4.43,1.1357,27.64,62.54,980.6,262.65,0.1021
25.36093,84.03195,4.12,1.167,23.53,67.26,993.86,151.1,0.0755
11.92779,76.10594,4.41,1.0811,26.39,70.33,929.58,748.38,0.1029
22.31496,72.1525,5.0,1.1371,31.55,48.32,994.58,215.56,0.1439
13.32718,74.41585,7.84,1.1412,25.76,50.2,979.18,258.49,0.7909
18.48301,79.53728,6.96,1.011,22.14,71.0,856.97,1396.95,0.5173
25.32523,79.44781,2.15,1.0439,23.58,80.74,889.18,1069.54,0.0
23.79288,68.62138,2.26,1.0342,19.11,70.54,867.6,1307.48,0.0235
23.28356,69.31366,4.51,0.9583,25.52,68.97,821.59,1749.2,0.0766
11.35992,87.95141,2.51,1.1282,22.2,73.85,956.53,454.53,0.0
16.79312,68.87587,3.05,1.1599,21.89,65.96,982.29,248.91,0.0
18.5947,68.01345,3.23,1.0986,27.42,61.53,947.83,604.39,0.0161
11.66057,71.4717,6.55,1.0038,14.96,90.75,830.17,1691.65,0.4063
19.46286,72.156,5.28,1.0101,21.59,60.01,854.57,1488.44,0.2075
19.14957,74.42438,1.55,1.1644,25.4,60.29,997.83,131.48,0.0
12.14295,73.19555,8.53,1.0926,24.89,77.11,934.77,645.46,0.9723
18.02105,83.28633,10.53,0.9817,21.67,81.09,830.81,1649.01,1.8308
19.22595,87.46381,7.95,1.1132,26.3,77.47,956.9,429.3,0.8072
10.79788,69.99982,6.8,1.1608,26.86,59.83,999.66,118.88,0.4605
10.55379,84.92429,3.28,1.0714,14.5,79.98,884.66,1139.95,0.0512
8.03358,76.36041,6.75,1.0619,21.58,50.83,898.38,983.86,0.4246
11.8844,82.21287,2.27,0.9935,15.38,54.1,822.83,1754.05,0.0255
10.4322,83.08867,4.8,1.085,30.17,52.87,944.71,570.61,0.1432
12.48027,68.93543,3.27,1.1382,28.07,61.15,984.16,302.75,0.0294
9.9394,85.38012,2.15,1.147,32.68,85.89,1006.9,77.11,0.0
8.6115,83.00571,7.64,1.0155,19.35,67.25,852.65,1501.46,0.6493
20.89097,75.85524,4.97,1.0246,14.26,75.57,845.35,1532.06,0.1396
15.83279,70.55728,1.33,1.0838,25.98,49.58,930.63,655.85,0.0
22.36269,79.01332,0.97,0.9729,21.18,74.38,821.95,1824.99,0.0
8.73064,73.66942,3.05,1.1134,23.03,61.14,946.6,624.76,0.0
27.06427,80.44333,2.88,1.1133,32.04,74.11,975.29,285.75,0.0152
24.72139,80.2637,3.57,1.0821,19.31,59.23,908.43,910.13,0.0063
27.12244,77.00355,6.47,1.0805,18.61,60.48,904.97,990.37,0.4225
20.65456,87.19913,2.95,1.0237,25.89,62.54,878.72,1154.02,0.0
27.92126,80.99898,0.99,1.1637,27.83,55.07,1005.41,63.62,0.022
14.24585,80.58314,3.38,1.0981,23.11,75.53,933.85,730.03,0.0213
22.30025,78.76911,4.8,1.0222,19.65,64.21,859.13,1376.69,0.1328
18.24279,87.16499,6.41,0.9693,19.96,65.2,815.51,1844.55,0.3678
22.62351,74.24628,6.54,0.9859,23.6,67.07,839.8,1572.11,0.4105
18.73713,72.2981,3.28,1.017,16.62,80.26,845.93,1573.03,0.0066
9.82744,82.73257,6.57,0.9953,18.68,69.77,833.78,1654.05,0.4153
26.03732,87.42142,5.67,1.0211,32.33,61.11,895.4,1012.3,0.2213
25.62506,81.69289,6.21,0.9677,22.44,54.42,821.14,1728.6,0.3439
25.84286,71.59843,4.13,1.0572,28.24,49.19,914.61,931.96,0.0567
20.25712,83.29738,1.33,1.1296,29.06,82.13,979.95,282.53,0.0
15.05352,70.98441,3.31,1.0654,20.0,65.54,896.49,1060.4,0.0303
23.04197,79.60788,5.99,1.1625,24.87,71.5,994.51,210.16,0.3055
18.55284,70.60792,7.83,1.0116,7.92,65.46,816.15,1900.67,0.7671
22.08758,86.9333,6.66,0.9655,20.43,79.89,813.65,1835.47,0.3807
11.86747,85.52113,3.47,1.0688,23.76,81.65,910.96,924.33,0.0364
13.10382,77.7615,4.62,1.1234,26.65,57.94,966.79,448.41,0.1307
26.42598,80.86241,7.53,1.0939,22.29,75.34,927.74,787.33,0.6159
12.65714,84.09211,5.15,1.0514,25.64,61.88,901.72,966.14,0.1657
14.91236,79.69842,2.98,1.0078,18.26,72.89,843.04,1601.57,0.0217
22.47115,71.32226,5.44,1.015,22.61,63.49,861.74,1389.18,0.2048
17.10961,81.09973,4.01,0.9887,12.04,71.88,809.41,1877.46,0.0316
20.31278,83.67661,7.27,1.0576,20.28,77.39,890.83,1157.85,0.5685
27.4905,85.20602,5.45,1.0725,26.39,83.8,922.13,820.09,0.2239
19.28782,79.81024,7.27,1.1208,33.32,62.47,985.98,223.58,0.5744
16.996,72.68262,4.08,1.1161,17.23,74.19,930.28,680.83,0.0506
13.45906,83.68294,2.34,1.1413,24.64,63.44,975.58,320.84,0.0
13.39962,85.40046,2.66,1.1026,29.87,68.33,959.06,461.02,0.0398
10.5833,78.94902,6.08,0.9682,18.18,52.91,809.69,1912.17,0.3077
24.84488,82.66457,3.6,1.0647,18.14,68.24,890.23,1029.18,0.064
23.96451,69.35457,3.33,1.0503,23.06,68.81,893.05,1096.93,0.017
18.43848,77.31429,6.78,1.1408,24.98,63.47,976.27,253.86,0.4772
21.57165,84.06288,3.35,1.0475,22.21,68.28,888.08,1116.09,0.0269
9.6774,82.97419,4.38,0.9799,19.01,83.57,821.75,1812.61,0.0796
12.27621,85.61105,4.05,1.1336,30.37,64.06,987.67,122.04,0.0394
18.65144,71.13612,7.23,1.1293,29.93,65.73,982.46,250.76,0.5763
9.0663,72.11691,1.21,1.0654,27.41,61.43,919.14,827.95,0.0352
9.32164,80.97248,4.92,1.1599,27.01,70.84,999.35,123.12,0.1633
20.38829,86.01609,2.68,1.0939,19.44,79.84,918.75,778.31,0.0061
11.44608,79.45596,7.0,0.967,17.6,69.07,807.02,1900.59,0.4718
16.96797,79.13551,10.28,1.1015,36.33,65.61,978.54,309.64,1.6909
22.08157,70.42077,3.48,1.1568,27.42,58.74,998.08,179.84,0.0283
17.58369,84.75666,8.83,1.1008,33.2,57.95,967.98,349.06,1.0356
22.27817,72.27328,6.51,1.1399,21.27,84.15,963.38,441.43,0.4034
26.37151,75.04979,3.35,0.9618,19.25,67.69,807.3,1952.52,0.0
11.13687,76.18104,4.2,1.1065,25.67,84.77,949.15,575.35,0.0768
22.88092,68.69391,1.68,1.0099,18.52,73.09,845.56,1562.9,0.0073
14.6994,81.12723,5.24,1.0609,25.79,76.42,910.37,894.53,0.1651
11.58125,85.34543,5.4,1.0816,20.62,65.06,912.11,875.51,0.1952
10.49539,74.89961,4.6,1.0882,26.58,59.44,936.25,639.06,0.1057
16.39017,80.78092,7.75,1.1022,21.92,53.1,933.56,653.75,0.7187
25.46788,77.75938,6.82,0.9946,7.07,77.2,800.0,1933.36,0.4387
23.78652,68.51409,6.32,0.9781,16.77,82.69,814.01,1807.04,0.3533
25.12768,87.10357,2.65,1.0377,7.23,76.93,835.21,1529.22,0.0407
24.72741,81.19498,4.97,0.9895,11.4,78.86,808.21,1908.24,0.1467
18.09302,83.85724,1.49,1.0942,11.76,79.51,894.86,1105.97,0.0
26.72228,70.90475,6.8,1.0253,20.2,72.71,863.34,1251.76,0.4689
12.51095,70.0627,1.44,0.9546,19.71,63.96,802.48,1971.91,0.0194
23.11844,74.23233,1.28,1.0197,17.09,66.96,849.54,1534.17,0.0
14.89244,73.61998,7.93,1.102,23.47,43.84,938.31,599.57,0.7642
14.77045,82.29942,4.16,0.9868,22.15,89.55,836.49,1703.82,0.062
22.04607,82.90762,2.57,1.0389,26.8,71.04,894.46,1060.45,0.0
23.0837,76.35677,1.08,1.0548,35.54,70.17,934.6,729.4,0.0
16.74084,72.24595,2.89,1.0955,21.34,64.66,926.04,726.09,0.026
15.81756,83.8277,5.27,1.1649,27.45,59.5,1005.2,65.38,0.1711
23.37815,79.85011,4.73,1.1683,25.19,77.79,1000.52,119.64,0.1641
13.99395,86.09938,5.33,0.9709,18.72,77.05,813.45,1855.02,0.1998
8.25567,81.63105,6.87,1.0168,18.4,66.16,850.91,1504.14,0.4529
13.53087,70.0373,5.87,1.0434,23.81,53.8,889.38,1108.01,0.2751
13.50173,87.35797,3.28,1.0819,30.53,59.87,943.07,665.08,0.0209
8.2177,81.51749,5.19,1.0539,13.63,61.03,867.61,1292.13,0.1772
15.67845,87.57181,8.58,1.1211,32.22,78.04,982.67,166.88,0.9717
14.10258,72.20965,5.55,0.971,19.07,81.3,814.52,1883.99,0.2263
22.96264,80.46358,5.17,1.0599,21.8,56.55,897.39,1044.81,0.1613
20.90691,69.65586,2.22,1.0839,19.38,71.23,910.2,931.29,0.0448
21.76616,79.09871,5.46,1.1453,26.88,89.91,986.4,251.8,0.2203
11.20157,86.26145,9.62,1.1339,31.59,80.65,991.89,192.23,1.4061
8.31498,87.18458,6.51,1.1109,27.38,61.63,958.36,436.75,0.3955
16.25756,73.02603,1.54,1.1577,27.58,85.89,999.38,192.6,0.0151
26.04558,76.30028,2.34,1.1034,28.66,47.94,955.91,511.56,0.0309
