latitude,longitude,ghi,dni,dhi,gti,temperature_c,humidity_pct,cloud_cover_pct,pressure_hpa,wind_speed_m_s,elevation_m,solar_generation_mw
22.5235,82.63826,627.0,440.55,212.44,687.17,24.49,73.97,49.68,910.75,2.94,950.73,2.6466
12.62702,80.11055,232.25,134.93,67.41,216.27,32.14,61.62,28.51,933.56,1.51,742.52,0.8222
27.89584,76.91329,506.26,383.09,86.89,535.15,26.18,85.69,13.64,856.6,0.57,1419.14,2.0418
22.54347,79.70581,490.17,341.63,146.74,486.54,23.07,73.86,40.33,954.0,3.05,562.49,1.875
25.20387,82.81306,706.07,455.32,232.0,775.33,25.62,71.56,56.33,945.16,1.4,685.44,2.9999
17.73336,74.64625,413.32,343.43,77.44,395.46,28.05,56.56,21.32,844.66,1.05,1577.11,1.5612
12.68204,69.17394,605.77,440.63,159.87,660.98,20.45,80.01,25.53,962.68,1.78,422.42,2.6174
26.61739,74.43548,203.33,176.34,36.88,206.14,27.17,62.14,7.59,1007.9,1.43,47.06,0.834
16.91713,77.45095,323.43,295.83,57.56,336.47,28.79,55.25,13.49,927.51,3.16,739.8,1.2678
11.59318,86.73489,714.68,550.39,143.06,694.78,27.0,71.58,5.03,886.82,2.03,1109.74,2.7119
23.95777,83.11557,466.22,344.33,70.78,530.96,24.98,64.24,16.06,937.7,2.01,675.92,2.0901
13.68617,72.80231,777.74,646.42,149.92,801.73,30.14,52.61,12.46,919.5,0.67,805.97,3.1995
18.1035,78.88576,553.93,430.74,90.11,522.95,28.54,56.47,13.81,838.9,1.51,1556.23,2.0839
22.59182,84.4247,571.36,487.27,78.48,612.45,29.59,75.7,14.16,915.03,1.1,851.9,2.335
8.28463,73.00587,335.64,246.5,45.57,329.5,23.88,77.72,13.66,847.1,3.54,1514.37,1.3351
22.23025,80.89133,372.45,334.96,70.08,369.18,31.29,55.69,12.89,872.59,2.03,1221.29,1.4918
13.45069,82.2223,603.52,413.76,169.19,695.72,25.72,59.07,21.06,897.23,1.3,1057.79,2.8454
15.07884,77.61023,789.22,498.94,238.76,756.43,31.82,63.23,36.06,953.95,0.89,478.99,2.9037
12.22917,79.27411,552.85,340.66,145.11,590.38,26.53,73.48,20.48,925.67,1.64,749.74,2.2738
10.69333,85.42166,359.61,202.11,87.67,359.66,16.63,68.54,17.47,830.2,0.71,1642.47,1.4889
27.37514,76.66785,499.07,274.65,170.85,549.92,17.68,67.7,45.95,822.18,1.77,1772.21,2.2125
14.56668,75.58328,547.8,410.52,126.9,585.94,11.61,77.02,42.26,879.61,2.33,1231.57,2.411
25.65948,79.22394,845.04,629.04,240.32,851.91,24.28,52.32,16.6,989.06,2.08,220.08,3.5431
19.85797,85.50325,273.5,179.9,56.1,293.51,30.07,39.42,27.36,1015.48,2.87,53.74,1.1714
13.11691,83.59302,486.71,386.65,147.98,527.17,25.57,59.14,29.32,928.06,2.72,735.85,2.0838
22.84525,75.20147,465.01,308.02,171.48,498.08,14.68,84.89,32.97,937.04,1.07,662.29,1.9389
10.70682,80.73594,430.82,365.16,92.6,416.75,36.25,65.22,26.88,1011.4,1.31,13.04,1.551
23.18474,70.37088,595.08,472.92,119.73,598.85,31.83,59.74,12.79,937.12,5.15,630.5,2.3434
11.14188,76.41609,283.44,221.28,97.71,317.52,9.05,70.63,29.42,821.95,0.74,1774.42,1.3963
25.02752,77.91853,647.33,538.65,135.46,677.99,21.66,74.67,33.97,927.27,2.05,789.43,2.7324
21.34974,75.69211,201.81,136.19,90.04,225.32,21.84,61.25,60.92,923.79,4.89,730.34,0.9191
19.35577,68.14466,646.12,556.02,120.12,603.26,25.86,74.98,7.17,1001.3,1.42,101.94,2.4022
8.0952,80.04071,780.52,608.39,108.57,858.42,20.33,83.18,12.87,843.8,1.98,1513.14,3.3408
10.18477,83.60848,339.51,236.96,63.3,299.44,19.75,83.94,23.94,947.23,3.66,545.97,1.1893
27.27487,78.23082,877.02,627.4,241.53,838.37,26.54,75.79,41.18,916.73,0.94,865.28,3.2345
13.97926,68.38507,443.51,322.61,103.59,443.98,25.65,63.46,20.12,857.76,0.33,1357.79,1.7604
15.02965,86.54013,493.42,379.52,121.19,523.76,21.37,85.1,25.54,896.77,3.08,1051.99,2.0443
10.39409,79.62424,803.98,586.24,232.66,862.13,25.35,51.49,37.88,937.28,3.08,627.01,3.4859
22.96629,75.82749,512.51,362.25,180.07,552.77,19.21,73.03,53.1,965.54,3.66,386.73,2.1727
18.93692,68.62267,548.33,342.82,149.75,556.5,36.7,56.62,30.84,996.37,3.05,121.35,2.0926
22.77245,77.85129,641.72,390.03,225.58,572.14,22.82,78.6,30.98,922.34,0.52,801.71,2.2827
16.75916,83.07769,464.32,295.9,124.25,465.3,31.07,60.53,28.45,989.52,2.86,187.89,1.7799
27.92728,68.01376,467.81,323.58,168.97,453.33,31.11,51.72,53.09,1000.45,5.03,132.72,1.7613
26.45043,85.30301,313.48,202.6,79.77,362.0,22.46,82.68,15.17,915.9,0.54,890.0,1.3797
22.92378,84.58544,57.64,28.3,11.64,66.8,22.4,59.81,30.57,892.2,5.24,1055.11,0.2564
25.04426,80.18876,398.73,296.27,129.0,374.88,25.0,71.71,33.77,966.76,0.75,388.45,1.4305
15.45357,72.21975,43.69,37.82,8.9,46.89,33.73,48.58,31.55,1004.49,1.09,71.33,0.1644
13.02273,75.40454,361.31,278.2,123.08,366.01,22.65,72.4,50.74,961.88,0.25,384.19,1.3803
20.55469,74.3916,433.2,270.55,124.24,425.3,28.86,78.01,31.15,913.06,5.08,772.22,1.5466
23.67601,70.29238,709.5,537.09,157.25,669.72,31.53,77.51,23.29,989.94,2.0,182.5,2.5318
17.51885,81.55934,509.32,350.82,166.58,543.6,28.48,51.61,60.61,989.88,4.72,213.83,2.116
21.96988,86.59234,562.82,464.96,123.72,616.9,24.56,45.06,17.82,825.59,5.83,1693.99,2.5714
8.37664,71.71252,566.23,476.88,131.44,570.06,23.54,56.92,43.54,842.86,1.32,1580.83,2.2571
20.5821,80.7007,533.42,389.89,157.39,532.78,22.46,68.39,35.02,974.78,2.88,354.91,2.0721
26.01514,68.81795,558.58,525.99,90.11,610.34,26.5,55.05,27.11,836.94,3.36,1600.18,2.4009
14.51321,82.5285,904.47,678.62,191.55,983.35,22.3,79.38,14.82,835.09,1.41,1677.69,3.8935
19.20359,79.78821,246.67,165.97,59.78,275.34,14.46,80.15,24.25,868.61,4.43,1246.27,1.11
14.08386,76.37413,450.94,354.78,97.83,443.51,29.37,59.07,13.77,982.93,2.29,292.87,1.7487
17.54913,72.55638,793.06,563.54,200.82,781.72,25.24,83.25,39.4,992.57,3.85,193.19,2.9667
9.43947,79.97174,656.5,413.35,165.85,653.65,29.24,50.64,33.06,1011.65,4.26,33.69,2.5825
23.18458,72.21828,418.25,349.34,89.19,436.6,31.72,71.45,25.81,989.48,1.27,131.38,1.6178
13.64041,81.76443,729.66,520.8,225.06,824.69,25.87,64.06,28.4,999.84,2.08,142.84,3.2345
18.0824,86.95671,737.05,602.72,182.49,799.48,15.62,82.26,32.71,864.0,3.99,1346.61,3.2083
16.57323,73.59864,526.41,447.23,121.62,593.57,24.77,67.45,10.63,966.42,2.22,417.88,2.3377
14.48361,74.81573,339.84,256.73,98.11,349.47,19.11,78.61,40.91,907.17,0.29,918.28,1.3312
27.5408,79.15116,540.61,467.35,126.88,523.17,33.84,60.45,31.44,1003.18,4.02,119.83,2.0056
23.67581,80.59105,245.8,208.83,51.46,241.67,23.89,65.57,11.21,960.4,2.35,444.5,0.9319
17.83325,69.34399,584.0,423.15,153.54,585.96,23.28,59.62,20.13,894.41,1.83,1051.08,2.372
23.80581,80.61806,587.66,394.84,109.83,567.41,24.76,57.43,17.78,824.57,3.77,1741.97,2.2841
14.72564,70.69253,569.49,421.15,204.9,563.2,23.62,60.4,54.27,949.77,4.41,496.1,2.2247
9.24358,84.43194,725.77,566.76,189.88,680.33,31.98,58.0,18.61,964.23,5.32,443.08,2.5947
20.71814,82.9913,580.74,400.53,161.87,621.41,20.77,65.23,40.79,820.0,1.83,1728.81,2.4935
25.07278,85.85343,566.45,354.02,183.87,537.76,27.05,51.52,21.57,839.74,1.93,1569.2,2.1866
22.67999,80.44729,733.72,580.22,93.22,743.16,35.91,48.4,8.68,983.1,3.47,240.57,2.9514
18.52569,72.61619,846.93,513.88,260.54,863.83,17.22,72.22,48.35,887.55,0.34,1056.54,3.47
11.30787,84.04858,713.2,549.46,188.71,761.85,25.5,69.61,51.98,945.3,2.63,570.58,2.9703
12.3439,84.02073,739.98,564.28,195.25,792.43,14.56,74.18,31.26,853.68,2.81,1426.22,3.2002
19.47912,80.526,342.5,271.75,52.19,381.78,25.19,61.41,14.42,839.07,0.52,1625.58,1.5502
19.02367,77.95853,491.93,362.7,71.59,484.09,27.16,58.46,3.27,985.32,5.16,250.24,1.91
17.31133,78.40749,391.32,210.54,152.28,440.29,19.77,77.46,59.86,873.52,2.07,1251.29,1.7284
15.82278,87.37187,528.84,413.11,85.95,484.97,26.24,61.98,19.08,909.8,3.07,926.32,1.8295
12.39548,68.88204,637.49,459.25,153.81,692.31,25.45,77.83,28.88,820.0,1.61,1780.64,2.6989
19.49812,70.93267,255.05,165.44,43.26,293.14,21.67,77.08,6.82,941.17,3.41,638.4,1.1783
22.92886,72.22972,213.56,3.81,77.87,201.67,24.04,58.85,51.36,876.47,3.74,1184.52,0.805
14.36677,77.24535,491.92,244.57,237.56,526.15,28.16,60.6,72.16,902.05,0.97,959.34,1.9902
27.96457,77.749,215.61,155.71,64.06,230.68,25.94,59.73,17.57,852.91,1.98,1437.35,0.8816
24.90477,85.41041,588.72,496.82,73.17,635.05,26.6,54.69,11.39,968.97,1.21,424.11,2.5479
8.23945,77.77484,638.53,487.37,116.54,641.56,32.98,58.08,17.19,995.12,2.42,83.99,2.5193
8.02353,73.71312,141.44,111.33,30.25,146.98,21.6,83.05,7.65,842.76,5.62,1582.44,0.5047
12.74146,76.15605,362.18,220.52,154.38,326.98,29.77,67.44,66.21,917.59,2.56,861.96,1.2606
27.06107,74.22663,451.03,351.23,167.22,455.98,33.51,63.75,45.57,951.08,1.71,483.11,1.7057
23.69873,75.10304,725.09,497.44,228.89,888.72,31.79,49.2,37.44,1000.09,0.53,149.81,3.5849
12.91933,70.33762,607.95,499.98,153.52,726.73,24.87,85.87,29.77,970.1,3.14,429.01,2.7901
10.28489,81.49334,245.23,135.41,77.96,221.52,29.25,61.58,50.08,995.61,3.2,147.2,0.8365
27.99771,68.57011,407.18,290.19,79.83,369.91,26.96,47.08,30.07,966.89,2.98,445.26,1.4924
23.90021,76.10094,123.72,66.14,18.98,126.57,21.85,63.63,15.78,857.74,3.08,1459.32,0.5211
19.62188,76.01947,543.65,426.52,147.39,572.01,26.82,69.86,17.81,961.56,4.64,446.3,2.2646
15.47648,81.18776,263.56,218.45,92.55,265.84,24.54,62.27,34.63,976.83,2.89,313.67,1.072
15.57264,74.00681,541.62,332.52,216.68,557.17,22.85,66.14,37.0,847.14,4.29,1467.76,2.166
23.55629,87.91702,612.81,474.39,130.37,551.61,29.08,62.29,30.98,942.48,3.6,661.29,2.1019
12.38798,82.34899,370.58,342.25,63.58,400.49,24.56,62.83,12.45,831.14,5.37,1624.7,1.5963
21.63319,86.00252,643.27,491.47,129.45,609.37,29.15,62.5,20.73,835.89,2.89,1633.01,2.3525
18.60179,82.19382,461.88,374.47,119.86,496.93,23.69,62.97,42.28,859.69,3.85,1350.32,1.9165
24.83937,73.56516,689.36,546.57,130.48,732.1,24.46,55.09,27.71,895.65,1.94,1012.14,2.9966
19.42053,78.23536,615.81,476.02,93.12,707.06,23.63,62.06,26.04,846.23,1.05,1564.79,2.8222
16.312,81.53689,629.1,604.24,111.28,679.73,22.78,49.13,30.68,891.63,2.35,1013.49,2.7578
26.80247,74.16351,253.79,146.18,74.04,256.49,21.54,80.66,40.69,873.48,3.37,1242.06,1.0342
15.65934,81.68786,516.46,439.52,66.26,493.1,23.01,75.83,10.68,909.51,0.89,920.02,1.8733
20.42164,74.53005,137.38,53.67,46.12,141.85,24.48,80.09,36.08,1004.17,2.48,70.7,0.5209
21.20778,78.525,209.61,115.06,46.17,202.44,26.01,69.11,31.04,992.64,2.92,218.7,0.7913
13.07398,80.27319,630.11,548.84,101.76,674.17,27.47,72.26,13.83,914.56,1.17,827.6,2.6329
19.82878,68.06887,984.37,812.44,179.34,939.45,18.31,73.94,15.63,875.87,1.45,1256.71,3.8063
20.71563,83.97511,613.87,433.03,149.01,642.61,25.34,63.4,22.38,886.02,1.85,1140.92,2.5886
21.27147,87.61481,534.29,370.78,120.55,525.53,28.31,64.0,27.79,992.36,2.04,189.45,2.0719
19.61238,68.32961,551.66,459.24,139.91,569.63,33.43,60.26,25.74,909.81,2.61,874.6,2.1525
13.66132,68.99617,641.88,411.05,205.88,593.12,35.09,62.64,39.44,1002.92,0.66,114.53,2.2298
16.30171,87.57161,476.39,407.9,125.46,478.13,19.05,59.9,32.79,910.85,2.95,949.97,1.9853
27.78902,71.91606,415.99,285.92,112.05,390.95,20.15,73.52,27.07,971.82,2.47,368.79,1.6268
25.39181,87.50256,749.34,609.8,75.35,768.64,20.76,81.7,5.6,852.32,3.69,1410.71,3.0259
12.64003,80.99578,679.48,545.75,178.15,695.18,24.63,58.31,11.35,878.05,1.89,1222.61,2.7503
23.56395,81.47669,856.56,747.81,127.11,801.12,28.95,72.73,14.04,899.6,2.4,1050.93,3.0526
15.17798,82.72999,701.27,496.02,225.41,744.89,28.87,54.53,33.06,935.35,1.64,697.57,2.9039
13.38278,83.14281,660.07,687.42,52.81,693.93,28.36,53.85,8.68,914.08,1.03,835.59,2.7616
18.84459,86.86865,367.65,306.5,96.47,373.54,30.55,50.99,31.89,991.04,3.5,196.56,1.4426
20.84938,86.22936,470.95,324.65,124.19,536.83,22.83,69.49,27.13,910.86,3.14,933.01,2.1444
26.63365,82.18015,662.91,557.6,166.69,624.42,24.25,78.82,24.49,869.28,2.55,1267.39,2.4168
18.33202,77.0671,392.82,268.78,144.13,431.82,26.57,78.15,65.99,910.0,1.24,912.77,1.6796
14.1336,73.39896,348.38,282.56,63.39,322.27,17.08,70.86,10.08,821.61,1.94,1781.97,1.3414
22.34778,87.0285,564.26,398.72,149.59,617.37,23.48,79.95,31.74,911.11,1.48,848.94,2.4695
9.64421,78.23744,468.54,369.74,134.87,528.33,16.78,71.63,18.07,835.31,2.9,1669.5,2.1582
21.81113,68.4683,218.8,241.19,35.9,228.01,23.42,89.25,19.87,886.55,0.25,1173.87,0.8542
18.53528,70.13629,516.39,384.55,150.78,583.67,21.75,80.52,16.26,825.46,0.53,1699.14,2.2888
26.56306,68.68632,342.7,238.45,114.2,313.89,33.07,67.38,28.23,979.62,3.99,289.29,1.1606
23.68705,71.24576,406.86,307.14,148.03,408.26,23.76,80.66,73.9,923.06,2.75,775.23,1.5086
23.47474,82.29034,834.58,711.67,110.87,824.92,18.1,53.64,8.2,859.88,2.18,1362.43,3.4981
26.02888,72.38109,332.21,280.06,82.56,361.42,24.28,65.73,42.04,952.51,2.46,528.3,1.4088
8.02899,69.90421,668.31,411.76,225.14,749.86,36.94,80.19,40.4,996.45,2.88,56.56,2.7675
20.27024,82.59188,396.34,331.49,108.78,419.91,19.42,84.68,34.29,910.27,4.28,885.58,1.7144
22.12621,74.60904,728.27,484.71,178.96,783.56,29.02,76.79,18.05,959.82,1.75,476.05,3.0281
21.26953,82.66429,803.71,660.98,183.54,896.07,26.6,70.97,31.54,951.73,0.27,546.54,3.4777
23.24951,69.05159,783.71,426.79,320.41,872.55,31.54,50.43,43.65,948.49,5.61,644.52,3.4465
19.99247,74.9975,680.03,536.34,164.71,609.44,24.42,73.81,22.87,871.15,2.92,1171.98,2.3945
24.61745,84.98477,207.82,122.02,98.18,220.07,28.81,68.94,79.47,927.31,1.79,783.3,0.8531
16.97304,73.97181,421.01,252.52,174.05,419.18,28.22,68.47,38.11,981.39,2.3,288.16,1.5725
15.79013,70.22467,242.13,117.45,116.25,236.91,22.0,73.15,59.59,950.83,3.82,539.19,0.9535
15.36883,76.28586,482.11,322.75,115.34,466.36,30.47,70.28,7.5,957.01,0.91,423.53,1.8231
21.22738,75.04528,410.25,315.01,56.49,472.18,33.53,65.04,10.31,981.7,3.19,282.41,1.86
15.23166,82.87825,846.6,594.79,218.08,858.15,19.7,65.61,29.96,863.86,2.01,1326.39,3.4485
9.04526,84.22652,641.9,466.55,151.06,615.66,18.25,51.79,28.84,872.11,1.79,1300.53,2.5021
13.44173,81.21568,828.7,695.87,149.46,928.46,28.08,67.34,33.18,933.64,2.17,749.1,3.5734
24.62907,83.85061,811.26,596.68,204.89,835.48,27.37,61.71,17.41,970.57,2.23,386.65,3.3416
17.86818,72.58859,432.53,288.45,157.62,442.54,25.9,67.37,29.21,887.46,4.21,1166.76,1.7461
13.47542,74.03179,466.16,323.51,158.15,454.85,22.82,84.44,41.29,876.54,1.42,1270.65,1.6946
10.39759,74.40254,482.59,300.07,147.91,498.32,31.14,66.93,31.28,933.26,3.74,692.18,1.8924
12.49948,76.43084,753.19,592.0,183.9,681.07,22.37,62.39,28.16,871.37,3.16,1254.57,2.7493
14.29751,85.55453,510.59,335.71,197.67,497.26,24.77,59.2,45.32,901.25,3.62,998.71,1.9928
15.44577,81.73552,449.79,445.03,78.83,461.25,17.55,83.71,45.75,955.81,3.91,484.58,1.7991
27.60627,84.64574,428.13,406.91,110.85,439.01,17.96,80.96,26.28,895.04,2.87,1062.68,1.7439
9.43045,78.90597,434.86,275.52,149.43,468.26,22.14,56.14,38.31,968.43,1.87,389.92,1.9714
24.1638,69.00674,486.11,375.07,145.75,513.07,10.43,64.6,27.4,823.91,1.14,1698.81,2.0945
16.02928,69.26974,145.67,126.2,29.21,137.75,33.67,52.67,20.85,991.0,4.67,131.31,0.54
13.60116,78.52088,291.77,280.1,64.46,317.03,30.14,78.5,19.16,1011.65,2.15,34.2,1.1985
24.40752,80.21856,468.36,367.05,113.03,460.63,21.54,62.03,23.85,887.77,1.14,1115.77,1.8129
18.19167,80.691,566.94,405.6,148.92,623.93,17.57,77.51,29.7,913.83,1.67,842.86,2.4257
12.48985,80.37606,704.82,601.7,134.11,669.97,31.58,57.75,12.99,981.38,3.43,296.64,2.6237
19.05328,76.7139,232.82,174.94,28.25,216.49,26.33,59.21,12.56,929.34,1.05,708.28,0.8439
9.3465,85.98365,291.25,157.82,66.55,308.3,21.24,59.4,26.57,855.65,3.04,1410.56,1.254
11.73931,82.73228,647.61,517.63,168.72,637.07,30.8,70.4,36.54,908.43,1.66,937.36,2.4579
24.84649,74.68192,288.08,234.29,112.68,320.72,25.33,62.28,53.88,968.94,3.16,364.93,1.2722
24.61433,70.45662,182.97,98.87,49.83,194.01,29.39,62.07,29.27,992.87,1.79,182.13,0.7696
18.53917,74.46925,563.0,350.51,169.12,611.8,33.75,53.83,52.61,941.93,3.34,628.77,2.3458
19.34937,73.39118,998.54,771.71,198.34,893.97,30.08,68.92,12.25,952.61,0.78,521.44,3.4948
17.50346,71.62552,594.53,434.1,143.96,640.13,28.26,54.85,49.2,946.71,3.04,579.16,2.5361
12.80086,87.39033,592.87,461.86,197.45,571.53,28.03,78.66,60.99,1012.8,4.05,24.86,2.1217
26.67463,69.34697,673.67,451.28,233.25,707.37,20.44,73.29,32.58,835.2,1.82,1679.07,2.7591
17.17656,86.59522,182.27,123.62,51.63,195.27,15.7,81.05,51.06,947.58,3.95,566.84,0.7648
24.5551,76.09171,583.14,476.66,110.7,537.03,24.9,82.44,15.35,899.9,2.78,1032.01,2.0812
17.70353,69.90181,383.49,350.94,79.01,394.54,19.51,71.02,20.65,835.71,1.24,1592.09,1.6107
27.20806,86.06811,435.23,361.47,94.21,486.23,34.04,44.34,28.71,945.31,0.95,598.28,1.8711
8.86456,78.03986,763.05,518.93,248.71,758.79,15.27,76.96,33.94,875.45,4.71,1269.9,3.0905
13.67356,86.79172,428.37,289.37,174.81,422.41,22.91,71.47,51.2,973.81,1.9,390.69,1.7264
27.40446,84.786,202.82,109.27,59.72,206.86,24.84,59.8,30.1,919.1,1.14,873.68,0.7525
16.25649,73.64741,766.52,528.79,228.43,830.06,14.15,74.79,25.77,852.8,4.12,1437.62,3.4148
9.72929,87.84521,628.32,331.03,304.78,639.56,26.57,73.85,80.42,993.15,1.66,147.97,2.4726
16.51092,83.54027,629.14,466.64,172.83,650.36,16.14,76.29,40.33,867.44,2.0,1239.94,2.5484
24.7641,73.10378,349.98,287.4,89.22,360.41,29.8,61.03,11.69,961.49,2.43,483.07,1.4314
23.26036,87.61837,576.16,408.93,163.37,594.23,36.63,62.87,30.21,990.46,1.97,155.62,2.3199
19.06355,82.30797,403.78,342.57,97.9,381.96,34.13,57.97,29.14,1015.83,3.46,16.68,1.4207
25.03979,78.04525,643.0,501.18,122.65,698.93,15.25,73.88,10.18,826.02,2.9,1725.73,2.8714
17.58363,83.25733,626.41,590.56,83.05,669.34,18.77,67.42,0.59,933.58,2.07,645.99,2.8194
16.09825,73.09229,554.22,471.52,117.62,620.15,22.76,71.54,31.37,857.02,2.86,1391.32,2.4423
13.74705,80.06067,604.83,490.23,110.63,554.57,29.89,73.71,20.16,861.81,3.76,1300.83,2.1295
26.18685,84.54385,171.3,145.41,34.13,156.86,27.89,71.05,20.32,913.46,3.16,870.66,0.5844
13.25929,73.428,404.69,293.08,90.45,477.78,24.9,52.45,21.15,922.76,1.72,803.44,1.9315
12.94563,77.12605,704.46,560.33,176.91,678.63,18.96,61.93,23.67,945.64,2.22,579.06,2.7683
20.97227,80.47696,635.34,476.64,185.7,698.02,25.0,67.35,36.67,862.36,0.58,1398.47,2.7599
11.11597,73.27581,820.95,614.27,207.36,919.66,32.4,74.87,24.26,989.91,2.44,192.6,3.5168
26.83089,76.33549,849.95,633.03,201.48,869.29,29.87,69.34,14.42,986.12,1.27,198.15,3.2987
27.09739,82.6468,315.88,188.7,132.57,311.8,19.62,62.76,69.76,846.23,0.73,1535.71,1.3003
16.41084,77.94372,403.62,187.79,144.64,416.48,32.65,67.44,42.29,907.34,2.76,957.23,1.6096
23.22593,85.16633,603.06,381.72,199.07,616.64,24.77,60.27,27.66,868.49,2.22,1309.15,2.4391
20.39397,69.06382,439.52,369.08,90.86,422.01,29.58,60.74,22.48,820.0,2.27,1785.79,1.6867
21.11396,74.82796,268.8,211.13,75.68,246.98,28.0,71.78,33.37,918.16,3.6,830.25,0.9677
9.78129,87.58867,46.61,66.25,7.15,47.22,28.69,56.39,16.96,935.27,2.36,699.55,0.1662
19.2138,73.26866,424.52,369.98,83.21,446.62,21.65,73.6,6.68,928.0,2.5,751.3,1.685
22.97156,77.07296,372.61,367.43,92.59,434.66,30.04,47.32,12.73,959.38,2.06,482.55,1.7119
15.6944,77.53283,874.33,623.8,305.98,923.58,25.7,73.91,36.93,927.88,1.36,778.66,3.5541
15.35913,70.69243,473.99,368.44,155.04,448.78,17.05,74.26,34.16,829.49,3.81,1709.58,1.8273
21.5828,86.88847,779.8,450.29,317.73,802.14,26.89,58.19,49.45,887.43,3.77,1078.74,3.1652
14.39919,69.2895,867.86,705.11,158.57,863.06,22.5,69.79,24.7,820.0,3.93,1779.91,3.4005
21.17625,70.06554,662.93,594.8,130.24,772.37,19.75,79.11,4.95,866.12,0.31,1313.51,3.1342
27.37368,82.44555,834.84,656.15,178.23,971.91,35.24,72.0,17.62,944.83,0.46,531.08,3.7515
12.45386,72.16917,219.82,135.82,94.36,200.44,24.72,75.72,56.68,830.89,3.74,1633.62,0.7626
22.04531,74.35468,622.25,483.8,133.84,596.75,23.44,68.8,8.1,987.71,3.78,215.85,2.3735
21.12283,78.042,324.0,311.96,77.29,348.39,26.97,77.31,26.27,893.95,2.35,1083.55,1.401
26.23339,82.4761,429.2,367.75,58.39,401.14,25.61,60.52,11.36,820.66,1.75,1743.58,1.5719
20.34811,85.51938,645.62,478.2,205.69,692.31,14.52,75.63,30.29,844.47,1.8,1523.15,2.808
10.62189,74.15839,568.87,439.15,166.42,578.89,16.18,71.33,45.05,839.06,2.99,1536.74,2.2762
13.17617,73.14277,42.06,24.07,12.2,40.6,22.33,63.83,39.69,885.56,4.15,1137.72,0.1971
20.01382,84.19254,653.1,477.22,149.51,629.86,13.33,89.91,41.76,854.36,3.97,1453.41,2.493
22.92182,78.56638,264.81,146.51,70.54,245.48,18.04,80.46,12.16,836.38,3.14,1574.96,0.9519
9.21884,77.90582,739.22,643.14,185.72,813.2,28.53,49.53,39.94,968.13,3.63,407.6,3.2174
22.12691,76.3692,449.24,345.12,131.13,443.74,23.59,53.38,29.12,971.33,3.8,337.55,1.8169
11.04186,81.22786,437.19,477.16,42.1,443.16,33.39,41.13,6.59,1005.37,3.31,34.09,1.7446
9.94002,81.96391,518.95,258.83,220.38,576.48,31.81,39.72,57.22,920.04,2.19,819.62,2.2881
25.68001,87.16521,876.65,679.95,257.47,871.32,37.7,59.3,16.91,939.73,2.71,618.56,3.3663
22.20411,84.05406,503.11,408.2,124.65,493.04,23.63,75.76,27.56,869.18,0.26,1294.61,1.9176
10.16927,69.10459,592.28,420.84,159.89,654.78,26.74,66.21,33.5,932.38,1.08,701.9,2.4909
8.77167,77.70826,406.59,332.79,86.11,394.68,26.42,56.46,19.27,895.68,1.89,1013.82,1.6193
11.72651,81.02351,776.63,762.82,70.84,778.4,21.71,85.05,4.67,864.26,1.57,1313.2,3.0329
18.76317,72.35734,302.45,129.53,126.43,304.19,25.61,64.58,63.82,984.36,2.32,305.13,1.1864
9.63132,86.36655,202.34,123.71,43.01,203.96,24.33,76.64,23.2,1006.39,1.39,19.26,0.8352
27.116,68.99641,379.84,288.82,136.55,377.56,17.8,79.96,33.15,937.79,1.82,649.96,1.4603
11.933,73.1898,614.86,504.42,123.33,605.49,22.16,67.1,7.39,934.27,3.98,733.01,2.4835
13.78684,87.89759,810.48,627.11,195.69,749.24,29.16,70.73,34.53,948.39,3.22,587.07,2.8227
10.28268,74.57734,647.61,499.39,151.25,688.52,21.91,67.68,33.88,869.39,3.02,1263.5,2.7743
19.4583,70.2458,732.45,673.4,90.07,667.16,30.44,64.27,6.46,972.98,2.64,332.81,2.5619
17.27502,75.67019,290.12,142.91,117.98,339.77,30.32,64.06,47.09,946.47,3.56,581.39,1.3054
13.48014,73.02851,630.96,410.48,156.63,593.29,20.59,71.64,26.29,848.13,0.84,1543.38,2.4002
15.12563,83.0451,510.87,513.94,80.15,529.27,30.49,64.85,21.62,993.2,2.71,217.8,2.0629
19.59455,81.46697,596.59,385.78,210.16,484.95,31.79,57.41,41.96,935.34,2.68,645.67,1.8417
10.34378,82.25737,766.67,485.4,238.46,776.91,20.24,56.47,24.5,886.29,0.68,1166.02,3.1309
21.95252,86.18916,658.43,615.25,52.67,683.81,21.31,68.44,4.6,872.21,3.72,1256.63,2.7439
21.14188,73.78523,685.17,460.47,180.51,630.63,25.47,71.51,26.66,896.29,3.84,1014.82,2.4813
17.80146,75.86549,540.19,317.99,162.03,545.48,24.93,65.65,16.57,885.19,2.11,1197.69,2.2054
9.31525,83.18778,224.83,163.5,50.21,226.81,29.21,77.9,24.22,961.7,2.94,434.51,0.8471
20.0177,79.65397,378.06,282.57,67.73,322.5,27.07,51.83,3.79,914.76,1.79,867.72,1.3067
12.09572,79.01418,896.23,611.15,291.67,980.78,18.94,73.31,36.61,893.47,1.86,992.95,3.876
11.86839,70.99737,791.34,417.65,294.67,854.66,28.04,48.37,37.64,922.68,0.93,762.32,3.3715
23.33025,69.08878,713.18,516.52,227.61,610.35,20.49,73.53,27.08,897.47,1.67,1018.14,2.4212
19.48585,82.17198,384.86,262.42,129.79,359.83,22.61,54.83,28.92,912.15,1.74,935.24,1.4359
